order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
131,905,2024-08-22,74,3,20.97,62.91,Delivered,2024-08-28
132,7679,2025-07-31,108,4,234.84,939.36,Pending,2025-08-06
133,1712,2024-08-22,251,2,475.33,950.66,Shipped,2024-08-30
134,6967,2021-06-02,819,2,118.3,236.6,Pending,2021-06-07
135,5708,2023-10-21,11000,3,414.26,1242.78,Returned,2023-10-24
136,9151,2023-12-07,32,4,218.12,872.48,Pending,2023-12-16
137,8312,2024-09-19,425,3,9.07,27.21,Shipped,2024-09-29
138,181,2025-04-28,497,5,392.36,1961.8,Delivered,2025-05-01
139,6891,2025-03-17,587,1,106.86,106.86,Returned,2025-03-28
140,7484,2025-12-15,286,3,236.89,710.67,Delivered,2025-12-24
141,7383,2023-03-11,814,1,327.83,327.83,Pending,2023-03-13
142,2030,2023-04-03,656,3,225.79,677.37,Cancelled,2023-04-05
143,7558,2024-07-26,596,5,37.04,185.2,Delivered,2024-07-27
144,571,2022-09-23,213,2,220.76,441.52,Returned,2022-10-04
145,1704,2024-11-09,416,2,18.11,36.22,Cancelled,2024-11-14
146,750,2024-03-03,338,3,254.54,763.62,Pending,2024-03-13
147,8940,2024-07-20,,5,407.22,2036.1,Returned,2024-07-30
148,9967,2025-10-09,439,3,363.94,1091.82,Delivered,2025-10-19
149,4741,2025-07-08,136,3,138.18,414.54,Cancelled,2025-07-17
150,4785,2025-01-01,271,1,169.67,169.67,Pending,2025-01-14
151,6185,2025-01-28,801,4,302.29,1209.16,Pending,2025-02-07
152,9357,2024-06-16,258,5,277.04,1385.2,Cancelled,2024-06-24
153,3129,2024-11-16,377,1,117.73,117.73,Delivered,2024-11-16
154,6449,2024-07-08,846,4,56.81,227.24,Returned,2024-07-18
155,971,2023-07-11,485,3,463.48,1390.44,Returned,2023-07-16
156,3265,2023-08-15,812,4,66.96,267.84,Pending,2023-08-17
157,273,2025-12-20,789,4,425.04,1700.16,Cancelled,2026-01-02
158,3755,2025-11-05,155,2,129.8,259.6,Returned,2025-11-11
159,3757,2023-12-19,57,1,393.42,393.42,Pending,2023-12-24
160,5491,2025-12-24,375,5,194.22,971.1,Returned,2026-01-01
161,7754,2024-03-01,278,5,142.18,710.9,Cancelled,2024-03-09
162,1851,2025-04-06,13,3,189.94,569.82,Pending,2025-04-06
163,7385,2025-06-16,743,1,208.17,208.17,Returned,2025-06-16
164,2240,2021-06-09,102,2,239.91,479.82,Shipped,2021-06-10
165,5816,2025-10-19,,2,156.36,312.72,Pending,2025-10-25
166,8523,2025-11-07,132,5,510.65,2553.25,Shipped,2025-11-19
167,5582,2025-09-27,244,5,147.78,738.9,Shipped,2025-10-01
168,321,2023-03-23,663,5,362.34,1811.7,Cancelled,2023-03-30
169,9040,2022-09-30,549,4,487.28,1949.12,Shipped,2022-10-01
170,3167,2024-08-23,877,1,419.99,419.99,Shipped,2024-09-04
171,5288,2024-12-20,556,1,218.45,218.45,Cancelled,2024-12-25
172,1975,2025-06-24,741,3,334.77,1004.31,Pending,2025-06-26
173,7465,2025-05-23,894,4,373.1,1492.4,Returned,2025-06-01
174,8363,2025-04-12,271,3,157.04,471.12,Returned,2025-04-15
175,4298,2023-09-28,762,3,173.58,520.74,Delivered,2023-10-04
176,6507,2025-03-08,866,2,257.6,515.2,Shipped,2025-03-14
177,1804,2023-09-06,812,3,66.7,200.1,Returned,2023-09-17
178,8041,2024-02-11,474,3,440.43,1321.29,Pending,2024-02-16
179,5239,2022-04-05,425,4,9.77,39.08,Returned,2022-04-14
180,6313,2025-05-05,264,1,220.37,220.37,Cancelled,2025-05-15
181,2282,2023-08-31,602,1,125.81,125.81,Pending,2023-09-08
182,2463,2024-11-19,806,3,190.16,570.48,Returned,2024-12-02
183,3110,2024-03-27,196,3,211.59,634.77,Shipped,2024-03-28
184,2617,2025-07-17,34,1,182.57,182.57,Cancelled,2025-07-18
185,1488,2023-07-23,963,4,294.34,1177.36,Cancelled,2023-07-24
186,6416,2025-03-05,90,2,159.9,319.8,Shipped,2025-03-09
187,2616,2023-07-16,652,3,322.18,966.54,Cancelled,2023-07-17
188,7229,2024-07-09,20,5,104.83,524.15,Pending,2024-07-18
189,5991,2025-06-21,811,1,500.82,500.82,Cancelled,2025-06-29
190,4893,2024-05-10,134,4,479.55,1918.2,Cancelled,2024-05-11
191,2797,2025-11-01,880,5,48.91,244.55,Cancelled,2025-11-11
192,9340,2025-01-07,673,4,228.84,915.36,Pending,2025-01-12
193,7174,2024-08-19,117,1,451.85,451.85,Pending,2024-08-21
194,1975,2025-09-06,898,1,68.41,68.41,Shipped,2025-09-17
195,3688,2025-12-18,435,3,378.67,1136.01,Cancelled,2025-12-28
196,299,2024-09-29,927,3,138.47,415.41,Delivered,2024-10-05
197,20001,2022-04-01,597,1,24.39,24.39,Cancelled,2022-04-07
198,2418,2025-04-05,188,3,380.66,1141.98,Shipped,2025-04-08
199,3391,2023-07-05,821,1,316.14,316.14,Delivered,2023-07-08
200,7819,2021-09-15,549,5,482.2,2411,Returned,2021-09-16
201,8874,2025-11-05,589,5,354.89,1774.45,Delivered,2025-11-15
202,3722,2021-04-24,102,5,232.14,1160.7,Delivered,2021-04-25
203,2072,2025-11-29,974,2,415.56,831.12,Returned,2025-11-30
204,2464,2022-01-28,11001,3,454.73,1364.19,Cancelled,2022-02-02
205,1439,2025-03-24,788,1,109.5,109.5,Shipped,2025-04-05
206,5703,2025-02-04,420,5,248.41,1242.05,Shipped,2025-02-04
207,1428,2025-05-07,211,2,273.32,546.64,Returned,2025-05-20
208,9906,2025-08-19,76,2,475.38,950.76,Returned,2025-08-31
209,9890,2024-11-27,836,4,450.52,1802.08,Shipped,2024-11-29
210,1286,2023-04-24,455,3,264.66,793.98,Cancelled,2023-05-01
211,977,2025-05-25,532,1,337.96,337.96,Pending,2025-06-06
212,7681,2022-02-17,824,5,177.46,887.3,Delivered,2022-02-27
213,4363,2022-08-11,195,5,151.99,759.95,Pending,2022-08-23
214,1907,2022-01-11,789,1,395,395,Pending,2022-01-22
215,9212,2022-03-08,71,3,399.75,1199.25,Pending,2022-03-15
216,8813,2023-07-23,947,3,130.25,390.75,Returned,2023-08-02
217,638,2025-07-13,524,5,332.46,1662.3,Cancelled,2025-07-17
218,4310,2022-12-09,132,4,488.81,1955.24,Delivered,2022-12-17
219,5744,2024-12-07,198,2,228.06,456.12,Delivered,2024-12-12
220,2521,2024-03-19,426,3,143.19,429.57,Returned,2024-03-25
221,4853,2024-11-05,321,3,187.07,561.21,Cancelled,2024-11-15
222,4029,2025-12-08,721,4,235.07,940.28,Shipped,2025-12-16
223,2903,2025-08-02,352,1,429.81,429.81,Delivered,2025-08-10
224,7012,2021-07-07,929,3,36.03,108.09,Delivered,2021-07-20
225,4302,2025-05-28,509,5,62.65,313.25,Cancelled,2025-06-02
226,3923,2024-08-20,751,3,88.7,266.1,Returned,2024-08-22
227,2867,2025-04-15,708,3,374.07,1122.21,Cancelled,2025-04-28
228,1847,2024-02-09,82,5,219.45,1097.25,Cancelled,2024-02-20
229,875,2021-04-20,661,2,12.56,25.12,Shipped,2021-04-30
230,933,2023-10-29,415,2,263.12,526.24,Pending,2023-11-10
231,9192,2024-10-06,319,5,68.73,343.65,Cancelled,2024-10-12
232,9105,2020-03-24,675,5,346.79,1733.95,Pending,2020-03-25
233,9540,2024-08-20,916,2,20.4,40.8,Cancelled,2024-08-25
234,2892,2025-02-17,276,1,97.02,97.02,Delivered,2025-03-02
235,8312,2025-05-02,485,5,474.78,2373.9,Delivered,2025-05-14
236,8482,2023-08-02,76,1,462.79,462.79,Returned,2023-08-11
237,7698,2024-12-15,650,2,261.23,522.46,Delivered,2024-12-22
238,3997,2023-07-07,80,1,428.42,428.42,Delivered,2023-07-09
239,42,2025-06-23,539,4,130.05,520.2,Returned,2025-06-24
240,2981,2023-02-04,348,2,111.84,223.68,Delivered,2023-02-12
241,138,2025-02-22,555,5,81.61,408.05,Shipped,2025-03-04
242,8387,2022-10-28,778,3,381.18,1143.54,Returned,2022-11-09
243,3534,2025-08-22,654,1,188.05,188.05,Pending,2025-08-28
244,6103,2025-02-26,782,3,453.31,1359.93,Cancelled,2025-03-01
245,7935,2024-11-08,311,3,72.05,216.15,Delivered,2024-11-14
246,1736,2025-12-04,830,5,281.93,1409.65,Returned,2025-12-11
247,9718,2023-12-16,420,1,242.95,242.95,Returned,2023-12-26
248,6425,2023-10-23,165,4,96.97,387.88,Pending,2023-11-02
249,8714,2020-08-09,,5,304.31,1521.55,Pending,2020-08-12
250,3212,2024-08-14,528,4,193.12,772.48,Cancelled,2024-08-19
251,5924,2023-04-14,469,4,229.82,919.28,Shipped,2023-04-16
252,1793,2022-03-08,328,2,196.2,392.4,Cancelled,2022-03-21
253,9550,2025-08-04,811,5,478.54,2392.7,Shipped,2025-08-10
254,472,2025-01-25,251,5,474.66,2373.3,Shipped,2025-01-29
255,3575,2025-07-19,534,2,337.9,675.8,Returned,2025-07-23
256,5079,2023-07-17,330,3,155.29,465.87,Delivered,2023-07-29
257,93,2024-09-15,982,5,55.42,277.1,Cancelled,2024-09-20
258,6406,2025-08-22,190,3,348.17,1044.51,Delivered,2025-08-22
259,4421,2024-08-16,856,3,470.62,1411.86,Shipped,2024-08-24
260,2462,2022-03-01,69,5,487,2435,Shipped,2022-03-09
261,7943,2023-10-04,677,4,430.34,1721.36,Cancelled,2023-10-06
262,5576,2025-12-23,986,2,272.48,544.96,Cancelled,2025-12-24
263,3893,2025-06-19,138,2,208,416,Delivered,2025-06-29
264,9572,2021-05-13,808,2,42.99,85.98,Delivered,2021-05-26
265,8664,2023-10-17,214,3,432.99,1298.97,Pending,2023-10-21
266,1907,2024-08-01,276,1,103.08,103.08,Returned,2024-08-11
267,8156,2022-12-05,769,4,244.56,978.24,Shipped,2022-12-18
268,2889,2025-05-23,735,4,411.52,1646.08,Delivered,2025-05-26
269,558,2022-01-27,305,4,98.33,393.32,Cancelled,2022-01-28
270,7978,2024-02-07,357,3,265.25,795.75,Cancelled,2024-02-11
271,3710,2023-02-18,413,2,47.02,94.04,Shipped,2023-03-02
272,4478,2022-02-15,128,1,314.47,314.47,Returned,2022-02-27
273,7908,2025-10-29,375,4,192.09,768.36,Delivered,2025-10-31
274,3308,2021-06-30,432,4,400.02,1600.08,Cancelled,2021-07-03
275,2397,2025-09-06,541,2,39.8,79.6,Cancelled,2025-09-16
276,7924,2025-10-08,231,3,405.53,1216.59,Returned,2025-10-14
277,5240,2024-08-14,704,5,59.9,299.5,Shipped,2024-08-26
278,4898,2023-04-18,34,3,184.72,554.16,Cancelled,2023-04-23
279,559,2024-02-23,478,3,284.13,852.39,Pending,2024-02-24
280,1654,2025-03-25,523,4,62.2,248.8,Returned,2025-04-01
281,8592,2025-03-09,824,5,179.68,898.4,Returned,2025-03-17
282,1825,2025-03-07,375,4,194.81,779.24,Cancelled,2025-03-10
283,2476,2024-05-21,27,1,219.58,219.58,Cancelled,2024-05-22
284,6564,2024-10-01,545,4,377.01,1508.04,Cancelled,2024-10-03
285,4875,2025-02-15,789,1,397.99,397.99,Pending,2025-02-27
286,1351,2022-12-19,235,2,343.41,686.82,Cancelled,2022-12-30
287,2325,2021-12-23,248,4,460.6,1842.4,Pending,2022-01-05
288,1786,2023-08-24,445,4,274.12,1096.48,Shipped,2023-08-29
289,7180,2020-11-09,691,2,236.01,472.02,Cancelled,2020-11-12
290,2873,2025-08-14,170,5,236.53,1182.65,Delivered,2025-08-24
291,83,2023-05-29,518,1,373.56,373.56,Returned,2023-06-11
292,5523,2025-05-22,657,2,40.86,81.72,Cancelled,2025-05-22
293,2578,2023-07-13,327,1,68.41,68.41,Delivered,2023-07-26
294,3347,2023-08-14,568,1,95.58,95.58,Shipped,2023-08-27
295,734,2024-04-20,505,3,331.86,995.58,Cancelled,2024-04-25
296,2490,2022-03-17,331,4,262.03,1048.12,Returned,2022-03-28
297,1545,2020-12-20,175,4,378.56,1514.24,Returned,2020-12-20
298,2825,2023-12-07,395,3,249.64,748.92,Cancelled,2023-12-10
299,6068,2022-07-20,74,3,21.45,64.35,Pending,2022-07-23
300,8620,2024-07-04,431,5,332.92,1664.6,Cancelled,2024-07-13
301,20002,2023-03-22,708,4,374.59,1498.36,Shipped,2023-03-24
302,6931,2023-07-25,56,4,410.87,1643.48,Returned,2023-07-31
303,3251,2021-09-03,394,1,218.52,218.52,Cancelled,2021-09-13
304,2355,2024-01-17,134,5,464.29,2321.45,Shipped,2024-01-19
305,3108,2024-04-19,513,3,195.86,587.58,Pending,2024-05-02
306,7397,2025-12-12,356,2,338.25,676.5,Cancelled,2025-12-16
307,9360,2024-12-07,409,3,290.03,870.09,Shipped,2024-12-17
308,5421,2024-05-08,665,2,260.91,521.82,Cancelled,2024-05-20
309,4194,2022-03-22,221,1,387.18,387.18,Delivered,2022-04-01
310,1689,2021-08-22,505,2,327.51,655.02,Delivered,2021-08-30
311,9275,2023-02-18,160,4,360.85,1443.4,Returned,2023-03-02
312,6124,2025-06-14,96,3,221.21,663.63,Pending,2025-06-14
313,4752,2025-01-19,53,1,152.03,152.03,Pending,2025-01-25
314,6343,2024-07-07,650,4,249.93,999.72,Shipped,2024-07-16
315,6880,2023-04-26,868,1,86.36,86.36,Returned,2023-04-30
316,8651,2022-06-17,754,5,107.93,539.65,Returned,2022-06-20
317,1317,2024-05-17,256,2,410.34,820.68,Delivered,2024-05-29
318,2124,2020-12-29,505,4,358.77,1435.08,Delivered,2021-01-10
319,2341,2024-12-26,655,3,205.36,616.08,Cancelled,2025-01-06
320,3142,2021-05-17,52,4,208.71,834.84,Returned,2021-05-18
321,4008,2023-11-05,700,3,120.62,361.86,Returned,2023-11-13
322,9665,2023-10-26,566,1,251.53,251.53,Cancelled,2023-11-04
323,5319,2025-10-29,715,3,239.99,719.97,Cancelled,2025-11-09
324,3223,2023-05-31,663,5,338.53,1692.65,Returned,2023-06-05
325,3694,2025-01-18,766,5,162.25,811.25,Pending,2025-01-31
326,2811,2022-02-24,66,1,448.17,448.17,Shipped,2022-03-05
327,6994,2023-04-26,739,5,470,2350,Pending,2023-04-28
328,2207,2023-02-06,377,5,124.69,623.45,Returned,2023-02-11
329,,2024-04-11,373,1,294.25,294.25,Pending,2024-04-11
330,5491,2023-10-26,554,1,288.3,288.3,Pending,2023-11-04
331,5846,2021-07-03,8,5,284.47,1422.35,Delivered,2021-07-10
332,637,2020-10-04,842,2,22.42,44.84,Delivered,2020-10-05
333,2363,2023-03-21,671,4,479.86,1919.44,Delivered,2023-03-22
334,219,2024-06-16,799,4,116.23,464.92,Cancelled,2024-06-19
335,9975,2025-08-11,448,4,124.62,498.48,Shipped,2025-08-15
336,1747,2025-01-07,951,2,501.47,1002.94,Returned,2025-01-08
337,5264,2021-09-04,621,3,44.54,133.62,Delivered,2021-09-11
338,,2023-09-17,549,5,469.28,2346.4,Pending,2023-09-21
339,2357,2025-10-23,161,2,129.77,259.54,Returned,2025-10-31
340,6211,2025-09-19,868,1,85.15,85.15,Pending,2025-09-19
341,7393,2024-11-09,590,3,200.59,601.77,Cancelled,2024-11-13
342,3148,2022-11-25,253,1,413.12,413.12,Cancelled,2022-11-30
343,8231,2024-01-16,409,3,273.23,819.69,Delivered,2024-01-18
344,9009,2024-09-03,4,1,82.25,82.25,Returned,2024-09-08
345,3364,2025-06-23,267,3,232.61,697.83,Returned,2025-06-24
346,2077,2024-05-17,610,1,374.9,374.9,Delivered,2024-05-18
347,4069,2020-07-17,639,1,170.48,170.48,Cancelled,2020-07-21
348,5770,2024-05-31,647,2,259.51,519.02,Pending,2024-06-03
349,2425,2022-04-13,37,4,261.5,1046,Returned,2022-04-26
350,3583,2023-09-14,252,4,393.75,1575,Shipped,2023-09-21
351,4959,2024-10-14,544,5,237.89,1189.45,Cancelled,2024-10-26
352,9799,2024-03-25,848,4,39.17,156.68,Shipped,2024-03-29
353,6797,2025-05-24,742,2,464.74,929.48,Delivered,2025-05-28
354,5986,2022-04-21,10,5,330.94,1654.7,Delivered,2022-04-25
355,3608,2022-02-09,662,5,510.56,2552.8,Shipped,2022-02-17
356,8063,2025-02-18,203,4,156.39,625.56,Returned,2025-02-23
357,2675,2025-07-07,655,5,192.21,961.05,Returned,2025-07-12
358,64,2025-03-11,307,1,21.07,21.07,Cancelled,2025-03-12
359,8973,2025-01-24,296,3,307.28,921.84,Delivered,2025-01-31
360,6010,2024-01-10,375,1,179.7,179.7,Cancelled,2024-01-13
361,9933,2024-12-08,737,4,143.22,572.88,Cancelled,2024-12-12
362,5359,2024-12-16,110,5,40.42,202.1,Delivered,2024-12-17
363,6193,2025-01-24,38,1,117.1,117.1,Pending,2025-01-26
364,9246,2025-01-19,646,3,361.11,1083.33,Cancelled,2025-01-23
365,1579,2025-06-08,850,1,476.04,476.04,Cancelled,2025-06-17
366,2805,2024-11-20,326,2,281.23,562.46,Delivered,2024-12-02
367,5951,2022-03-08,756,2,428.47,856.94,Delivered,2022-03-20
368,5670,2025-12-06,,4,158.91,635.64,Returned,2025-12-08
369,5417,2023-10-14,941,4,11.93,47.72,Pending,2023-10-23
370,42,2025-11-28,928,5,360.96,1804.8,Pending,2025-12-06
371,6714,2023-09-04,505,5,341.78,1708.9,Delivered,2023-09-17
372,6886,2021-04-22,43,2,482,964,Cancelled,2021-04-27
373,7994,2025-10-19,498,5,262.14,1310.7,Pending,2025-11-01
374,6818,2025-02-20,921,5,135.28,676.4,Delivered,2025-03-01
375,6365,2024-03-24,551,5,287.23,1436.15,Pending,2024-04-01
376,4454,2025-07-22,112,1,446.73,446.73,Cancelled,2025-08-01
377,8412,2024-04-04,41,1,191.45,191.45,Delivered,2024-04-13
378,2012,2023-10-05,469,5,224.54,1122.7,Shipped,2023-10-14
379,300,2024-04-24,320,5,139.87,699.35,Delivered,2024-05-01
380,2276,2021-04-20,947,4,129.58,518.32,Pending,2021-04-27
381,6818,2024-09-18,,2,364.33,728.66,Pending,2024-09-18
382,1922,2024-06-07,937,5,434.63,2173.15,Delivered,2024-06-11
383,20003,2023-10-26,988,5,130.24,651.2,Shipped,2023-10-26
384,5332,2025-10-14,88,4,369.84,1479.36,Cancelled,2025-10-25
385,7968,2024-09-12,250,5,135.52,677.6,Pending,2024-09-22
386,4191,2023-12-15,504,3,474.3,1422.9,Pending,2023-12-16
387,4659,2025-06-22,817,1,214.2,214.2,Cancelled,2025-07-02
